"","Codigo","Companhia","Ano","Remuneração.Média"
"377",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2013",0
"378",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2012",0
"379",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2011",0
"380",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2010",0
"381",61,"SNB PARTICIPACOES SA","2017",1686.5
"382",61,"SNB PARTICIPACOES SA","2016",11600
"383",61,"SNB PARTICIPACOES SA","2015",57600
"384",61,"SNB PARTICIPACOES SA","2014",57600
"385",61,"SNB PARTICIPACOES SA","2013",54867.12
"386",61,"SNB PARTICIPACOES SA","2012",57600
"387",61,"SNB PARTICIPACOES SA","2011",18417.2
"388",61,"SNB PARTICIPACOES SA","2010",21345.28
"389",62,"COMPANHIA PARANAENSE DE ENERGIA","2017",1632535.0132381
"390",62,"COMPANHIA PARANAENSE DE ENERGIA","2016",1404920.93144444
"391",62,"COMPANHIA PARANAENSE DE ENERGIA","2015",1405036.86188889
"392",62,"COMPANHIA PARANAENSE DE ENERGIA","2014",1410070.52152381
"393",62,"COMPANHIA PARANAENSE DE ENERGIA","2013",1820594.76777778
"394",62,"COMPANHIA PARANAENSE DE ENERGIA","2012",1256291.49377778
"395",62,"COMPANHIA PARANAENSE DE ENERGIA","2011",1099576.77288889
"396",62,"COMPANHIA PARANAENSE DE ENERGIA","2010",994590.461027778
"397",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2017",4405266.04545454
"398",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2016",3405848.63345455
"399",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2015",2626342.27272727
"400",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2014",5365722.674
"401",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2013",6014430.685
"402",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2012",2667437.40394828
"403",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2011",4720078.49022222
"404",63,"USINAS SIDERURGICAS DE MINAS GERAIS SA","2010",2263889.75507936
"405",64,"WHIRLPOOL S.A","2017",3450793.23809524
"406",64,"WHIRLPOOL S.A","2016",3413855.5
"407",64,"WHIRLPOOL S.A","2015",3194434.375
"408",64,"WHIRLPOOL S.A","2014",3093035.87570621
"409",64,"WHIRLPOOL S.A","2013",7537654.44444444
"410",64,"WHIRLPOOL S.A","2012",2430759.42857143
"411",64,"WHIRLPOOL S.A","2011",2055270.5
"412",64,"WHIRLPOOL S.A","2010",2098631.57142857
"413",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2017",1034203.23823529
"414",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2016",1293350.66666667
"415",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2015",978863.006666667
"416",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2014",930429.833333333
"417",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2013",622982.4
"418",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2012",673031.9
"419",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2011",448152.356
"420",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2010",501403.35
"421",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2017",717409.823937008
"422",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2016",705722.221844563
"423",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2015",662089.96444823
"424",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2014",683688.634324149
"425",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2013",636768.55476997
"426",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2012",636553.72
"427",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2011",580841.048014841
"428",67,"CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO","2010",523897.039981256
"429",68,"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB","2017",526994.822222222
"430",68,"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB","2016",349006.475333333
"431",68,"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB","2015",488166.615094964
"432",68,"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB","2014",57069.2877419355
"433",68,"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB","2013",199017.84375
"434",68,"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB","2012",338122.413333333
"435",68,"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB","2011",338122.413333333
"436",68,"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB","2010",375328.943333333
"437",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2017",1925452.78976754
"438",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2016",2359149.00010025
"439",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2015",2487452.03030303
"440",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2014",1953069.64250248
"441",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2013",5884542.72423031
"442",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2012",2554531.936796
"443",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2011",1338477.11711712
"444",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2010",1306497.13767442
"445",70,"CIA ELETRICIDADE DA BAHIA","2017",1498877.51956522
"446",70,"CIA ELETRICIDADE DA BAHIA","2016",1828769.45433333
"447",70,"CIA ELETRICIDADE DA BAHIA","2015",8400
"448",70,"CIA ELETRICIDADE DA BAHIA","2014",19200
"449",70,"CIA ELETRICIDADE DA BAHIA","2013",19200
"450",70,"CIA ELETRICIDADE DA BAHIA","2012",32652.25
"451",70,"CIA ELETRICIDADE DA BAHIA","2011",17500
"452",70,"CIA ELETRICIDADE DA BAHIA","2010",629250.066666667
"453",71,"VBC ENERGIA SA","2010",533333.333333333
"454",72,"M&G POLIÉSTER SA","2013",110000
"455",72,"M&G POLIÉSTER SA","2012",110000.04
"456",72,"M&G POLIÉSTER SA","2011",110000
"457",72,"M&G POLIÉSTER SA","2010",0
"458",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2017",672753.451032078
"459",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2016",815677.215361214
"460",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2015",591051.00625
"461",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2014",725321.560705467
"462",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2013",898503.333333333
"463",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2012",915749.00780157
"464",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2011",546382.845394737
"465",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2010",370952.380952381
"466",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2017",37440
"467",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2016",5500
"468",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2015",5500
"469",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2014",724
"470",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2013",678
"471",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2012",4000
"472",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2011",4000
"473",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2010",4000
"474",75,"NET SERVIÇOS DE COMUNICAÇÃO S.A.","2013",3137001.07083333
"475",75,"NET SERVIÇOS DE COMUNICAÇÃO S.A.","2012",3051996.75
"476",75,"NET SERVIÇOS DE COMUNICAÇÃO S.A.","2011",3211666.66666667
"477",75,"NET SERVIÇOS DE COMUNICAÇÃO S.A.","2010",981818
"478",76,"SCHULZ SA","2017",4272666.86285714
"479",76,"SCHULZ SA","2016",3644729.33714286
"480",76,"SCHULZ SA","2015",3846626.62
"481",76,"SCHULZ SA","2014",3702700.86285714
"482",76,"SCHULZ SA","2013",3394490.15142857
"483",76,"SCHULZ SA","2012",3143632.97857143
"484",76,"SCHULZ SA","2011",2919372.14666667
"485",76,"SCHULZ SA","2010",80136.26
"486",78,"CIA HERING","2017",3489508.39792579
"487",78,"CIA HERING","2016",2604878.89067067
"488",78,"CIA HERING","2015",2580578.67132329
"489",78,"CIA HERING","2014",2538308.56933333
"490",78,"CIA HERING","2013",2625732.99757612
"491",78,"CIA HERING","2012",1803749.22842857
"492",78,"CIA HERING","2011",2300761.1542381
"493",78,"CIA HERING","2010",1974448.97
"494",80,"CIMS SA","2012",8814
"495",80,"CIMS SA","2011",4043
"496",81,"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","2017",13612754.3411609
"497",81,"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","2016",10784687.3275531
"498",81,"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","2015",8037826.58962963
"499",81,"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","2014",12212058.3766478
"500",81,"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","2013",6692219.60227273
"501",81,"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","2012",6735982.41034276
"502",81,"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","2011",5209927.15748562
"503",81,"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","2010",5523611.45454545
"504",82,"HAUSCENTER SA","2017",11280
"505",82,"HAUSCENTER SA","2016",10800
"506",82,"HAUSCENTER SA","2015",9600
"507",82,"HAUSCENTER SA","2014",8760
"508",82,"HAUSCENTER SA","2013",8400
"509",82,"HAUSCENTER SA","2012",8120
"510",82,"HAUSCENTER SA","2011",10800
"511",82,"HAUSCENTER SA","2010",6120
"512",83,"CIA ENERG CEARA - COELCE","2017",775395.931818182
"513",83,"CIA ENERG CEARA - COELCE","2016",815327.644939394
"514",83,"CIA ENERG CEARA - COELCE","2015",1212202.34969697
"515",83,"CIA ENERG CEARA - COELCE","2014",1075951.09836364
"516",83,"CIA ENERG CEARA - COELCE","2013",1011820.44945455
"517",83,"CIA ENERG CEARA - COELCE","2012",1011643.58151515
"518",83,"CIA ENERG CEARA - COELCE","2011",799182.98
"519",83,"CIA ENERG CEARA - COELCE","2010",852080.27969697
"520",84,"GTD PARTICIPACOES SA","2013",6000
"521",84,"GTD PARTICIPACOES SA","2012",10000
"522",84,"GTD PARTICIPACOES SA","2011",18000
"523",84,"GTD PARTICIPACOES SA","2010",18000
"524",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2017",2798033.46
"525",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2016",3118683.86
"526",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2015",3465210.64
"527",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2014",2580603.34857143
"528",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2013",2561507.65142857
"529",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2012",2561507.65142857
"530",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2011",3460925
"531",85,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","2010",3460925
"532",86,"DIXIE TOGA SA","2010",636567.252
"533",87,"LITEL PARTICIPACOES SA","2017",12000
"534",87,"LITEL PARTICIPACOES SA","2016",15000
"535",87,"LITEL PARTICIPACOES SA","2015",15000
"536",87,"LITEL PARTICIPACOES SA","2014",15000
"537",87,"LITEL PARTICIPACOES SA","2013",0
"538",87,"LITEL PARTICIPACOES SA","2012",0
"539",87,"LITEL PARTICIPACOES SA","2011",15000
"540",87,"LITEL PARTICIPACOES SA","2010",15000
"541",89,"BARDELLA SA INDS MECANICAS","2017",1505833.33333333
"542",89,"BARDELLA SA INDS MECANICAS","2016",1470067.66666667
"543",89,"BARDELLA SA INDS MECANICAS","2015",1480013.37
"544",89,"BARDELLA SA INDS MECANICAS","2014",1774666.66666667
"545",89,"BARDELLA SA INDS MECANICAS","2013",1662666.66666667
"546",89,"BARDELLA SA INDS MECANICAS","2012",1107604.815
"547",89,"BARDELLA SA INDS MECANICAS","2011",1334000
"548",89,"BARDELLA SA INDS MECANICAS","2010",1328000
"549",90,"ENERGISA SA","2017",731476.247617021
"550",90,"ENERGISA SA","2016",151368.435818182
"551",90,"ENERGISA SA","2015",120481.112478066
"552",90,"ENERGISA SA","2014",107879.864425944
"553",90,"ENERGISA SA","2013",103715.754
"554",90,"ENERGISA SA","2012",68295.842
"555",90,"ENERGISA SA","2011",66985.5974285714
"556",90,"ENERGISA SA","2010",49685.204
"557",91,"SAUIPE SA","2016",1119525.68083333
"558",91,"SAUIPE SA","2015",960040.136666667
"559",91,"SAUIPE SA","2014",1276007.24
"560",91,"SAUIPE SA","2013",948436.433333333
"561",91,"SAUIPE SA","2012",916554.28
"562",91,"SAUIPE SA","2011",1076285.66666667
"563",91,"SAUIPE SA","2010",921535.583333333
"564",92,"RUMO MALHA NORTE S.A.","2017",3197077.335
"565",92,"RUMO MALHA NORTE S.A.","2016",1036000
"566",92,"RUMO MALHA NORTE S.A.","2015",1500000
"567",92,"RUMO MALHA NORTE S.A.","2014",250000
"568",92,"RUMO MALHA NORTE S.A.","2013",1446801.70285714
"569",92,"RUMO MALHA NORTE S.A.","2012",0
"570",92,"RUMO MALHA NORTE S.A.","2011",7142.85714285714
"571",92,"RUMO MALHA NORTE S.A.","2010",0
"572",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2017",570000
"573",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2016",580000
"574",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2015",495714.285714286
"575",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2014",882500
"576",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2013",650000
"577",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2012",626041.833333333
"578",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2011",724574.25
"579",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2010",758289.6
"580",95,"FERROVIA CENTRO ATLANTICA SA","2017",4449.6
"581",95,"FERROVIA CENTRO ATLANTICA SA","2016",4408.8
"582",95,"FERROVIA CENTRO ATLANTICA SA","2015",3072
"583",95,"FERROVIA CENTRO ATLANTICA SA","2014",2255.4
"584",95,"FERROVIA CENTRO ATLANTICA SA","2013",19869.696
"585",95,"FERROVIA CENTRO ATLANTICA SA","2012",14269.091
"586",95,"FERROVIA CENTRO ATLANTICA SA","2011",722.21
"587",95,"FERROVIA CENTRO ATLANTICA SA","2010",14388
"588",96,"HOPI HARI SA","2015",1153319.66666667
"589",96,"HOPI HARI SA","2014",725046.666666667
"590",96,"HOPI HARI SA","2013",575300.666666667
"591",96,"HOPI HARI SA","2012",934424.9
"592",96,"HOPI HARI SA","2011",1690397
"593",96,"HOPI HARI SA","2010",1893292.525
"594",97,"TERMINAIS PORT. DA PONTA DO FÉLIX S/A","2017",400853.62
"595",97,"TERMINAIS PORT. DA PONTA DO FÉLIX S/A","2016",400853.62
"596",97,"TERMINAIS PORT. DA PONTA DO FÉLIX S/A","2015",409094.17
"597",97,"TERMINAIS PORT. DA PONTA DO FÉLIX S/A","2014",386457.446666667
"598",97,"TERMINAIS PORT. DA PONTA DO FÉLIX S/A","2013",384637.873333333
"599",97,"TERMINAIS PORT. DA PONTA DO FÉLIX S/A","2012",302323.016666667
"600",97,"TERMINAIS PORT. DA PONTA DO FÉLIX S/A","2011",302323.016666667
"601",97,"TERMINAIS PORT. DA PONTA DO FÉLIX S/A","2010",255891
"602",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2017",2
"603",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2016",2
"604",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2015",0
"605",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2014",17376
"606",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2013",18758
"607",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2012",14928
"608",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2011",13150.8333333333
"609",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2010",12240
"610",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2017",568751.05
"611",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2016",568751.05
"612",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2015",1049385.005
"613",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2014",1007631.165
"614",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2013",908767.51
"615",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2012",886178.7025
"616",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2011",720589.990833333
"617",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2010",860001.142857143
"618",100,"NEOENERGIA S.A","2017",3666979.054
"619",100,"NEOENERGIA S.A","2016",1355699.29928571
"620",100,"NEOENERGIA S.A","2015",1426894.66666667
"621",100,"NEOENERGIA S.A","2014",1094444.6627619
"622",100,"NEOENERGIA S.A","2013",950334.752380952
"623",100,"NEOENERGIA S.A","2012",900108.928571429
"624",100,"NEOENERGIA S.A","2011",834825.428571429
"625",100,"NEOENERGIA S.A","2010",636810.780952381
"626",101,"BAUMER SA","2017",42657595
"627",101,"BAUMER SA","2016",377186.098571429
"628",101,"BAUMER SA","2015",333332.56375
"629",101,"BAUMER SA","2014",303387.22625
"630",101,"BAUMER SA","2013",429330.25
"631",101,"BAUMER SA","2012",428757
"632",101,"BAUMER SA","2011",312500
"633",101,"BAUMER SA","2010",321616.07
"634",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2017",3491515.45733333
"635",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2016",3530473.43266667
"636",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2015",5558799.876
"637",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2014",3965710.17323908
"638",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2013",2757508.24497222
"639",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2012",1753350.78248588
"640",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2011",1626062.75904762
"641",102,"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS","2010",1425280.34987302
"642",104,"EXCELSIOR ALIMENTOS SA.","2017",454976.166666667
"643",104,"EXCELSIOR ALIMENTOS SA.","2016",0
"644",104,"EXCELSIOR ALIMENTOS SA.","2015",865166.666666667
"645",104,"EXCELSIOR ALIMENTOS SA.","2014",411666.666666667
"646",104,"EXCELSIOR ALIMENTOS SA.","2013",506666.666666667
"647",104,"EXCELSIOR ALIMENTOS SA.","2012",338333.333333333
"648",104,"EXCELSIOR ALIMENTOS SA.","2011",334666.666666667
"649",104,"EXCELSIOR ALIMENTOS SA.","2010",325000
"650",105,"RUMO MALHA SUL S.A.","2017",1733379.40833333
"651",105,"RUMO MALHA SUL S.A.","2016",1037378
"652",105,"RUMO MALHA SUL S.A.","2015",1e+06
"653",105,"RUMO MALHA SUL S.A.","2014",2e+05
"654",105,"RUMO MALHA SUL S.A.","2013",874598.064285714
"655",105,"RUMO MALHA SUL S.A.","2012",7142.85714285714
"656",105,"RUMO MALHA SUL S.A.","2011",7142.85714285714
"657",105,"RUMO MALHA SUL S.A.","2010",3000
"658",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2017",612267.87
"659",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2016",675178.743
"660",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2015",625641.855
"661",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2014",570510.724666667
"662",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2013",481523.177666667
"663",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2012",555766.2375
"664",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2011",491454.268333333
"665",107,"ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR","2010",572992.200833333
"666",109,"GAFISA SA","2017",3970655.07190476
"667",109,"GAFISA SA","2016",3156874.32857143
"668",109,"GAFISA SA","2015",3332516.3302381
"669",109,"GAFISA SA","2014",2438366.83333333
"670",109,"GAFISA SA","2013",2473392.80952381
"671",109,"GAFISA SA","2012",3825024.52372784
"672",109,"GAFISA SA","2011",3735904.30046278
"673",109,"GAFISA SA","2010",1779265.61404877
"674",110,"AMERICEL SA","2011",140455.75
"675",110,"AMERICEL SA","2010",121454
"676",115,"BRF S.A.","2017",14626184.145
"677",115,"BRF S.A.","2016",11125548.1092222
"678",115,"BRF S.A.","2015",8997297.42666667
"679",115,"BRF S.A.","2014",10709196.4948818
"680",115,"BRF S.A.","2013",9217606.9715367
"681",115,"BRF S.A.","2012",4164308.227
"682",115,"BRF S.A.","2011",3397224.89430303
"683",115,"BRF S.A.","2010",2418992.98808081
"684",116,"ROSSI RESIDENCIAL SA","2017",1603684.06
"685",116,"ROSSI RESIDENCIAL SA","2016",1544819.59
"686",116,"ROSSI RESIDENCIAL SA","2015",84000
"687",116,"ROSSI RESIDENCIAL SA","2014",2578951.333
"688",116,"ROSSI RESIDENCIAL SA","2013",2300939.3825
"689",116,"ROSSI RESIDENCIAL SA","2012",1395483.14477681
"690",116,"ROSSI RESIDENCIAL SA","2011",2509561.8
"691",116,"ROSSI RESIDENCIAL SA","2010",2022324.66666667
"692",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2014",123750
"693",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2013",223222
"694",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2012",120600
"695",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2011",121140
"696",117,"521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","2010",105810
"697",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2017",965752.745
"698",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2016",954309.329821429
"699",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2015",817968.699107143
"700",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2014",965656.669047619
"701",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2013",829124.655
"702",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2012",578994.213928571
"703",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2011",390549.245
"704",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2010",379269.108571429
"705",119,"TAM S.A.","2011",2931592.03666667
"706",119,"TAM S.A.","2010",144857.142857143
"707",120,"SUL 116 PARTICIPAÇÕES S.A.","2017",16866
"708",120,"SUL 116 PARTICIPAÇÕES S.A.","2016",18750
"709",120,"SUL 116 PARTICIPAÇÕES S.A.","2015",18750
"710",120,"SUL 116 PARTICIPAÇÕES S.A.","2014",11833.3333333333
"711",120,"SUL 116 PARTICIPAÇÕES S.A.","2013",9333.33333333333
"712",120,"SUL 116 PARTICIPAÇÕES S.A.","2012",7500
"713",120,"SUL 116 PARTICIPAÇÕES S.A.","2011",18750
"714",120,"SUL 116 PARTICIPAÇÕES S.A.","2010",18333.3333333333
"715",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2015",8928
"716",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2014",7440
"717",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2013",8928.00333333333
"718",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2012",11196
"719",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2011",8357.14285714286
"720",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2010",1186376.66666667
"721",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2017",666666.666666667
"722",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2016",0
"723",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2015",0
"724",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2014",0
"725",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2013",0
"726",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2012",5000
"727",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2010",110500
"728",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2017",113833.333333333
"729",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2016",51666.6666666667
"730",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2015",703430.812078088
"731",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2014",730425.428571429
"732",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2013",612069.071533152
"733",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2012",535617.107142857
"734",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2011",887883.368782161
"735",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2010",914417
"736",124,"RIO GRANDE ENERGIA SA","2017",590666.666666667
"737",124,"RIO GRANDE ENERGIA SA","2016",536500
"738",124,"RIO GRANDE ENERGIA SA","2015",536500
"739",124,"RIO GRANDE ENERGIA SA","2014",847666.666666667
"740",124,"RIO GRANDE ENERGIA SA","2013",562833.333333333
"741",124,"RIO GRANDE ENERGIA SA","2012",577416.666666667
"742",124,"RIO GRANDE ENERGIA SA","2011",623750
"743",124,"RIO GRANDE ENERGIA SA","2010",728500
"744",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2017",5640
"745",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2016",7650
"746",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2015",9600
"747",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2014",8760
"748",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2013",8400
"749",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2012",8120
"750",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2011",14560
"751",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2010",6120
"752",126,"BONAIRE PARTICIPAÇOES SA","2017",0
"753",126,"BONAIRE PARTICIPAÇOES SA","2016",2866.66666666667
"754",126,"BONAIRE PARTICIPAÇOES SA","2015",2200
"755",126,"BONAIRE PARTICIPAÇOES SA","2014",2300
"756",126,"BONAIRE PARTICIPAÇOES SA","2013",0
"757",126,"BONAIRE PARTICIPAÇOES SA","2012",0
