"","Codigo","Companhia","Ano","Diretor","Tempo.de.Mandato..Anos."
"1802",347,"TEGMA GESTÃO LOGÍSTICA SA","2010","Gennaro Oddone",2
"1803",348,"ISEC SECURITIZADORA S.A.","2017","FERNANDO PINILHA CRUZ",2
"1804",348,"ISEC SECURITIZADORA S.A.","2016","FERNANDO PINILHA CRUZ",2
"1805",350,"MAGNESITA REFRATARIOS S.A.","2017","Luis Rodolfo Mariani Bittencourt",2
"1806",350,"MAGNESITA REFRATARIOS S.A.","2016","Luis Rodolfo Mariani Bittencourt",2
"1807",350,"MAGNESITA REFRATARIOS S.A.","2015","Octavio Cortes Pereira Lopes",5
"1808",350,"MAGNESITA REFRATARIOS S.A.","2014","Octavio Cortes Pereira Lopes",5
"1809",350,"MAGNESITA REFRATARIOS S.A.","2013","Octavio Cortes Pereira Lopes",5
"1810",350,"MAGNESITA REFRATARIOS S.A.","2012","Octavio Cortes Pereira Lopes",5
"1811",350,"MAGNESITA REFRATARIOS S.A.","2011","Octavio Cortes Pereira Lopes",5
"1812",350,"MAGNESITA REFRATARIOS S.A.","2010","Ronaldo Iabrudi dos Santos Pereira",1
"1813",351,"ALLIS PARTICIPAÇÕES S.A.","2012","Alexandre Milani de Oliveira Campos",1
"1814",351,"ALLIS PARTICIPAÇÕES S.A.","2011","GIOVANNI GIOVANNELI",2
"1815",351,"ALLIS PARTICIPAÇÕES S.A.","2010","GIOVANNI GIOVANNELI",2
"1816",352,"HELBOR EMPREENDIMENTOS S/A","2017","Henry Borenstein",6
"1817",352,"HELBOR EMPREENDIMENTOS S/A","2016","Henry Borenstein",6
"1818",352,"HELBOR EMPREENDIMENTOS S/A","2015","Henry Borenstein",6
"1819",352,"HELBOR EMPREENDIMENTOS S/A","2014","Henry Borenstein",6
"1820",352,"HELBOR EMPREENDIMENTOS S/A","2013","Henry Borenstein",6
"1821",352,"HELBOR EMPREENDIMENTOS S/A","2012","Henry Borenstein",6
"1822",352,"HELBOR EMPREENDIMENTOS S/A","2011","Henrique Borenstein",2
"1823",352,"HELBOR EMPREENDIMENTOS S/A","2010","Henrique Borenstein",2
"1824",353,"BANCO INDUSVAL S.A.","2017","Luiz Masagão Ribeiro",1
"1825",353,"BANCO INDUSVAL S.A.","2017","Jair Ribeiro da Silva Neto",1
"1826",353,"BANCO INDUSVAL S.A.","2016","Luiz Masagão Ribeiro",1
"1827",353,"BANCO INDUSVAL S.A.","2016","Jair Ribeiro da Silva Neto",1
"1828",353,"BANCO INDUSVAL S.A.","2015","Luiz Masagão Ribeiro",1
"1829",353,"BANCO INDUSVAL S.A.","2015","Jair Ribeiro da Silva Neto",1
"1830",353,"BANCO INDUSVAL S.A.","2014","Luiz Masagão Ribeiro",1
"1831",353,"BANCO INDUSVAL S.A.","2014","Jair Ribeiro da Silva Neto",1
"1832",353,"BANCO INDUSVAL S.A.","2013","Luiz Masagão Ribeiro",1
"1833",353,"BANCO INDUSVAL S.A.","2013","Jair Ribeiro da Silva Neto",1
"1834",353,"BANCO INDUSVAL S.A.","2012","Luiz Masagão Ribeiro",1
"1835",353,"BANCO INDUSVAL S.A.","2012","Jair Ribeiro da Silva Neto",1
"1836",353,"BANCO INDUSVAL S.A.","2011","Luiz Masagão Ribeiro",1
"1837",353,"BANCO INDUSVAL S.A.","2011","Jair Ribeiro da Silva Neto",2
"1838",353,"BANCO INDUSVAL S.A.","2010","Jair Ribeiro da Silva Neto",2
"1839",353,"BANCO INDUSVAL S.A.","2010","Luiz Masagão Ribeiro",1
"1840",354,"REDECARD S/A","2011","CLÁUDIO TAKASHI YAMAGUTI",2
"1841",354,"REDECARD S/A","2010","CLÁUDIO TAKASHI YAMAGUTI",2
"1842",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2014","Eduardo de Salles Bartolomeo",3
"1843",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2013","Eduardo de Salles Bartolomeo",3
"1844",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2012","Eduardo de Salles Bartolomeo",3
"1845",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2011","Pieter Jacobus Franciscus Van Voorst Vader",2
"1846",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2010","Pieter Jacobus Franciscus Van Voorst Vader",2
"1847",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2017","Rafael Nazareth Menin Teixeira de Souza",1
"1848",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2017","Eduardo Fischer Teixeira de Souza",1
"1849",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2016","Rafael Nazareth Menin Teixeira de Souza",1
"1850",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2016","Eduardo Fischer Teixeira de Souza",1
"1851",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2015","Rafael Nazareth Menin Teixeira de Souza",1
"1852",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2015","Eduardo Fischer Teixeira de Souza",1
"1853",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2014","Rafael Nazareth Menin Teixeira de Souza",1
"1854",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2014","Eduardo Fischer Teixeira de Souza",1
"1855",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2013","Rafael Nazareth Menin Teixeira de Souza",1
"1856",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2013","Eduardo Fischer Teixeira de Souza",1
"1857",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2012","Rafael Nazareth Menin Teixeira de Souza",1
"1858",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2012","Eduardo Fischer Teixeira de Souza",1
"1859",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2011","Rubens Menin Teixeira de Souza",2
"1860",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2010","Rubens Menin Teixeira de Souza",2
"1861",357,"MINERVA S/A","2017","Fernando Galletti de Queiroz",8
"1862",357,"MINERVA S/A","2016","Fernando Galletti de Queiroz",8
"1863",357,"MINERVA S/A","2015","Fernando Galletti de Queiroz",8
"1864",357,"MINERVA S/A","2014","Fernando Galletti de Queiroz",8
"1865",357,"MINERVA S/A","2013","Fernando Galletti de Queiroz",8
"1866",357,"MINERVA S/A","2012","Fernando Galletti de Queiroz",8
"1867",357,"MINERVA S/A","2011","Fernando Galletti de Queiroz",8
"1868",357,"MINERVA S/A","2010","Fernando Galletti de Queiroz",8
"1869",358,"BANCO ABC BRASIL S/A","2017","Anis Chacur Neto",8
"1870",358,"BANCO ABC BRASIL S/A","2016","Anis Chacur Neto",8
"1871",358,"BANCO ABC BRASIL S/A","2015","Anis Chacur Neto",8
"1872",358,"BANCO ABC BRASIL S/A","2014","Anis Chacur Neto",8
"1873",358,"BANCO ABC BRASIL S/A","2013","Anis Chacur Neto",8
"1874",358,"BANCO ABC BRASIL S/A","2012","Anis Chacur Neto",8
"1875",358,"BANCO ABC BRASIL S/A","2011","Anis Chacur Neto",8
"1876",358,"BANCO ABC BRASIL S/A","2010","Anis Chacur Neto",8
"1877",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2017","JOSUÉ CHRISTIANO GOMES DA SILVA",3
"1878",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2016","JOSUÉ CHRISTIANO GOMES DA SILVA",3
"1879",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2015","JOSUÉ CHRISTIANO GOMES DA SILVA",3
"1880",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2010","Josué Christiano Gomes da Silva",1
"1881",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2014","Herminio Vicente Smania de Freitas",3
"1882",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2013","Herminio Vicente Smania de Freitas",3
"1883",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2012","Herminio Vicente Smania de Freitas",3
"1884",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2017","José Isaac Peres",8
"1885",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2016","José Isaac Peres",8
"1886",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2015","José Isaac Peres",8
"1887",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2014","José Isaac Peres",8
"1888",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2013","José Isaac Peres",8
"1889",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2012","José Isaac Peres",8
"1890",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2011","José Isaac Peres",8
"1891",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2010","José Isaac Peres",8
"1892",362,"B2W - COMPANHIA DIGITAL","2017","Marcio Cruz Meirelles",1
"1893",362,"B2W - COMPANHIA DIGITAL","2016","Anna Christina Ramos Saicali",7
"1894",362,"B2W - COMPANHIA DIGITAL","2015","Anna Christina Ramos Saicali",7
"1895",362,"B2W - COMPANHIA DIGITAL","2014","Anna Christina Ramos Saicali",7
"1896",362,"B2W - COMPANHIA DIGITAL","2013","Anna Christina Ramos Saicali",7
"1897",362,"B2W - COMPANHIA DIGITAL","2012","Anna Christina Ramos Saicali",7
"1898",362,"B2W - COMPANHIA DIGITAL","2011","Anna Christina Ramos Saicali",7
"1899",362,"B2W - COMPANHIA DIGITAL","2010","Anna Christina Ramos Saicali",7
"1900",363,"CAMBUCI SA","2012","Paulo Ricardo de Oliveira",1
"1901",363,"CAMBUCI SA","2011","ROBERTO ESTEFANO",2
"1902",363,"CAMBUCI SA","2010","ROBERTO ESTEFANO",2
"1903",364,"GENERAL SHOPPING BRASIL SA","2017","Victor Poli Veronezi",2
"1904",364,"GENERAL SHOPPING BRASIL SA","2016","Victor Poli Veronezi",2
"1905",364,"GENERAL SHOPPING BRASIL SA","2015","Alexandre Lopes Dias",2
"1906",364,"GENERAL SHOPPING BRASIL SA","2014","Alexandre Lopes Dias",2
"1907",364,"GENERAL SHOPPING BRASIL SA","2013","Victor Poli Veronezi",4
"1908",364,"GENERAL SHOPPING BRASIL SA","2012","Victor Poli Veronezi",4
"1909",364,"GENERAL SHOPPING BRASIL SA","2011","Victor Poli Veronezi",4
"1910",364,"GENERAL SHOPPING BRASIL SA","2010","Victor Poli Veronezi",4
"1911",365,"ESTACIO PARTICIPAÇÕES SA","2017","Pedro Thompson Landeira de Oliveira",3
"1912",365,"ESTACIO PARTICIPAÇÕES SA","2016","Pedro Thompson Landeira de Oliveira",3
"1913",365,"ESTACIO PARTICIPAÇÕES SA","2015","Pedro Thompson Landeira de Oliveira",3
"1914",365,"ESTACIO PARTICIPAÇÕES SA","2014","Rogério Frota Melzi",4
"1915",365,"ESTACIO PARTICIPAÇÕES SA","2013","Rogério Frota Melzi",4
"1916",365,"ESTACIO PARTICIPAÇÕES SA","2012","Rogério Frota Melzi",4
"1917",365,"ESTACIO PARTICIPAÇÕES SA","2011","Rogério Frota Melzi",4
"1918",365,"ESTACIO PARTICIPAÇÕES SA","2010","Eduardo Alcalay",1
"1919",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2017","Marcelo Bandeira Ferreira Boaventura",1
"1920",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2016","Paulo Cesar de Souza Rangel",1
"1921",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2015","Eduardo Siqueira Moraes Camargo",2
"1922",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2014","Eduardo Siqueira Moraes Camargo",2
"1923",367,"ALGAR TELECOM S/A","2017","Jean Carlos Borges",4
"1924",367,"ALGAR TELECOM S/A","2016","Jean Carlos Borges",4
"1925",367,"ALGAR TELECOM S/A","2015","Jean Carlos Borges",4
"1926",367,"ALGAR TELECOM S/A","2014","Jean Carlos Borges",4
"1927",367,"ALGAR TELECOM S/A","2013","Divino Sebastião de Souza",3
"1928",367,"ALGAR TELECOM S/A","2012","Divino Sebastião de Souza",3
"1929",367,"ALGAR TELECOM S/A","2011","Divino Sebastião de Souza",3
"1930",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2017","Pedro Marcio Daltro dos Santos",4
"1931",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2016","Pedro Marcio Daltro dos Santos",4
"1932",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2015","Pedro Marcio Daltro dos Santos",4
"1933",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2014","Pedro Marcio Daltro dos Santos",4
"1934",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2013","José Florencio Rodrigues Neto",1
"1935",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2012","Rafael Novellino",2
"1936",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2011","Rafael Novellino",2
"1937",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2010","Roberto Orlando Cavalieri Perroni",1
"1938",369,"MATONE SECURITIZADORA S/A","2011","Ernandi Vardeley Pereira Martins de Ávila",2
"1939",369,"MATONE SECURITIZADORA S/A","2010","Ernandi Vardeley Pereira Martins de Ávila",2
"1940",370,"MOURA DUBEUX ENGENHARIA S/A","2017","GUSTAVO JOSÉ MOURA DUBEUX",1
"1941",370,"MOURA DUBEUX ENGENHARIA S/A","2017","ALUÍSIO JOSÉ MOURA DUBEUX",1
"1942",370,"MOURA DUBEUX ENGENHARIA S/A","2017","MARCOS JOSÉ MOURA DUBEUX",1
"1943",370,"MOURA DUBEUX ENGENHARIA S/A","2016","GUSTAVO JOSÉ MOURA DUBEUX",1
"1944",370,"MOURA DUBEUX ENGENHARIA S/A","2016","ALUÍSIO JOSÉ MOURA DUBEUX",1
"1945",370,"MOURA DUBEUX ENGENHARIA S/A","2016","MARCOS JOSÉ MOURA DUBEUX",1
"1946",370,"MOURA DUBEUX ENGENHARIA S/A","2015","GUSTAVO JOSÉ MOURA DUBEUX",1
"1947",370,"MOURA DUBEUX ENGENHARIA S/A","2015","ALUÍSIO JOSÉ MOURA DUBEUX",1
"1948",370,"MOURA DUBEUX ENGENHARIA S/A","2015","MARCOS JOSÉ MOURA DUBEUX",1
"1949",371,"VISION SECURITIZADORA","2017","Fernando Raul Morelli",7
"1950",371,"VISION SECURITIZADORA","2016","Fernando Raul Morelli",7
"1951",371,"VISION SECURITIZADORA","2015","Fernando Raul Morelli",7
"1952",371,"VISION SECURITIZADORA","2014","Fernando Raul Morelli",7
"1953",371,"VISION SECURITIZADORA","2013","Fernando Raul Morelli",7
"1954",371,"VISION SECURITIZADORA","2012","Fernando Raul Morelli",7
"1955",371,"VISION SECURITIZADORA","2011","Fernando Raul Morelli",7
"1956",371,"VISION SECURITIZADORA","2010","Pedro Cutolo de Araujo",1
"1957",372,"DURATEX S.A.","2017","Antonio Joaquim de Oliveira",7
"1958",372,"DURATEX S.A.","2016","Antonio Joaquim de Oliveira",7
"1959",372,"DURATEX S.A.","2015","Antonio Joaquim de Oliveira",7
"1960",372,"DURATEX S.A.","2014","Antonio Joaquim de Oliveira",7
"1961",372,"DURATEX S.A.","2013","Antonio Joaquim de Oliveira",7
"1962",372,"DURATEX S.A.","2012","Antonio Joaquim de Oliveira",7
"1963",372,"DURATEX S.A.","2011","Antonio Joaquim de Oliveira",7
"1964",372,"DURATEX S.A.","2010","Henri Penchas",1
"1965",373,"NOVA SECURITIZAÇÃO S/A","2017","Fernando Pinilha Cruz",2
"1966",373,"NOVA SECURITIZAÇÃO S/A","2016","Fernando Pinilha Cruz",2
"1967",373,"NOVA SECURITIZAÇÃO S/A","2015","José Pereira Gonçalves",6
"1968",373,"NOVA SECURITIZAÇÃO S/A","2014","José Pereira Gonçalves",6
"1969",373,"NOVA SECURITIZAÇÃO S/A","2013","José Pereira Gonçalves",6
"1970",373,"NOVA SECURITIZAÇÃO S/A","2012","José Pereira Gonçalves",6
"1971",373,"NOVA SECURITIZAÇÃO S/A","2011","José Pereira Gonçalves",6
"1972",373,"NOVA SECURITIZAÇÃO S/A","2010","José Pereira Gonçalves",6
"1973",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2014","Milto Bardini",2
"1974",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2013","Milto Bardini",2
"1975",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2012","José Bezerra de Menezes",3
"1976",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2011","José Bezerra de Menezes",3
"1977",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2010","José Bezerra de Menezes",3
"1978",375,"SUL AMERICA S/A","2017","Gabriel Portella Fagundes Filho",7
"1979",375,"SUL AMERICA S/A","2016","Gabriel Portella Fagundes Filho",7
"1980",375,"SUL AMERICA S/A","2015","Gabriel Portella Fagundes Filho",7
"1981",375,"SUL AMERICA S/A","2014","Gabriel Portella Fagundes Filho",7
"1982",375,"SUL AMERICA S/A","2013","Gabriel Portella Fagundes Filho",7
"1983",375,"SUL AMERICA S/A","2012","Gabriel Portella Fagundes Filho",7
"1984",375,"SUL AMERICA S/A","2011","Gabriel Portella Fagundes Filho",7
"1985",375,"SUL AMERICA S/A","2010","Thomaz Luiz Cabral de Menezes",1
"1986",376,"TRISUL S/A","2017","Jorge Cury Neto",8
"1987",376,"TRISUL S/A","2016","Jorge Cury Neto",8
"1988",376,"TRISUL S/A","2015","Jorge Cury Neto",8
"1989",376,"TRISUL S/A","2014","Jorge Cury Neto",8
"1990",376,"TRISUL S/A","2013","Jorge Cury Neto",8
"1991",376,"TRISUL S/A","2012","Jorge Cury Neto",8
"1992",376,"TRISUL S/A","2011","Jorge Cury Neto",8
"1993",376,"TRISUL S/A","2010","Jorge Cury Neto",8
"1994",377,"CONSTRUTORA TENDA S/A","2017","Rodrigo Osmo",8
"1995",377,"CONSTRUTORA TENDA S/A","2016","Rodrigo Osmo",8
"1996",377,"CONSTRUTORA TENDA S/A","2015","Rodrigo Osmo",8
"1997",377,"CONSTRUTORA TENDA S/A","2014","Rodrigo Osmo",8
"1998",377,"CONSTRUTORA TENDA S/A","2013","Rodrigo Osmo",8
"1999",377,"CONSTRUTORA TENDA S/A","2012","Rodrigo Osmo",8
"2000",377,"CONSTRUTORA TENDA S/A","2011","Rodrigo Osmo",8
"2001",377,"CONSTRUTORA TENDA S/A","2010","Rodrigo Osmo",8
"2002",378,"J.MACEDO S/A","2017","Walter Domingues de Faria Júnior",1
"2003",378,"J.MACEDO S/A","2016","Luiz Henrique Lissoni",4
"2004",378,"J.MACEDO S/A","2015","Luiz Henrique Lissoni",4
"2005",378,"J.MACEDO S/A","2014","Luiz Henrique Lissoni",4
"2006",378,"J.MACEDO S/A","2012","Luiz Henrique Lissoni",4
"2007",378,"J.MACEDO S/A","2011","Enrique Ricardo Ussher",2
"2008",378,"J.MACEDO S/A","2010","Enrique Ricardo Ussher",2
"2009",379,"AMIL PARTICIPAÇÕES S/A","2011","Edson de Godoy Bueno",2
"2010",379,"AMIL PARTICIPAÇÕES S/A","2010","Edson de Godoy Bueno",2
"2011",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2017","CLAUDIO KAWA HERMOLIN",1
"2012",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2017","ANDREAS YAMAGATA",1
"2013",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2016","CLAUDIO KAWA HERMOLIN",1
"2014",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2016","ANDREAS YAMAGATA",1
"2015",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2013","Plínio Augusto de Serpa Pinto",2
"2016",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2012","Plínio Augusto de Serpa Pinto",2
"2017",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2011","Sérgio Newlands Freire",2
"2018",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2010","Sérgio Newlands Freire",2
"2019",381,"BANCO PAN SA","2017","Luiz Francisco Monteiro de Barros Neto",2
"2020",381,"BANCO PAN SA","2016","Luiz Francisco Monteiro de Barros Neto",2
"2021",381,"BANCO PAN SA","2015","José Luiz Acar Pedro",6
"2022",381,"BANCO PAN SA","2014","José Luiz Acar Pedro",6
"2023",381,"BANCO PAN SA","2013","José Luiz Acar Pedro",6
"2024",381,"BANCO PAN SA","2012","José Luiz Acar Pedro",6
"2025",381,"BANCO PAN SA","2011","José Luiz Acar Pedro",6
"2026",381,"BANCO PAN SA","2010","José Luiz Acar Pedro",6
"2027",382,"ENEVA S.A.","2017","Pedro Zinner",3
"2028",382,"ENEVA S.A.","2016","Pedro Zinner",3
"2029",382,"ENEVA S.A.","2015","Pedro Zinner",3
"2030",382,"ENEVA S.A.","2014","José Aurelio Drummond Jr.",1
"2031",382,"ENEVA S.A.","2013","Alexandre Americano Holanda e Silva",1
"2032",382,"ENEVA S.A.","2012","Fabio Hironaka Bicudo",1
"2033",382,"ENEVA S.A.","2011","Eduardo Karrer",2
"2034",382,"ENEVA S.A.","2010","Eduardo Karrer",2
"2035",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2012","EIKE FUHRKEN BATISTA",2
"2036",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2011","EIKE FUHRKEN BATISTA",2
"2037",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2010","Flavio Godinho",1
"2038",386,"ALIANSCE SHOPPING CENTERS S/A","2017","Renato Feitosa Rique",8
"2039",386,"ALIANSCE SHOPPING CENTERS S/A","2016","Renato Feitosa Rique",8
"2040",386,"ALIANSCE SHOPPING CENTERS S/A","2015","Renato Feitosa Rique",8
"2041",386,"ALIANSCE SHOPPING CENTERS S/A","2014","Renato Feitosa Rique",8
"2042",386,"ALIANSCE SHOPPING CENTERS S/A","2013","Renato Feitosa Rique",8
"2043",386,"ALIANSCE SHOPPING CENTERS S/A","2012","Renato Feitosa Rique",8
"2044",386,"ALIANSCE SHOPPING CENTERS S/A","2011","Renato Feitosa Rique",8
"2045",386,"ALIANSCE SHOPPING CENTERS S/A","2010","Renato Feitosa Rique",8
"2046",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2017","Ricardo Lessa Pansa",8
"2047",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2016","Ricardo Lessa Pansa",8
"2048",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2015","Ricardo Lessa Pansa",8
"2049",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2014","Ricardo Lessa Pansa",8
"2050",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2013","Ricardo Lessa Pansa",8
"2051",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2012","Ricardo Lessa Pansa",8
"2052",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2011","Ricardo Lessa Pansa",8
"2053",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2010","Ricardo Lessa Pansa",8
"2054",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2013","Marcello de Souza Marin",1
"2055",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2012","Eucherio Lerner Rodrigues",1
"2056",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2011","Carlos Eduardo Sardenberg Bellot",1
"2057",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2010","Luiz Eduardo Carneiro",1
"2058",389,"DIRECIONAL ENGENHARIA SA","2017","Ricardo Valadares Gontijo",8
"2059",389,"DIRECIONAL ENGENHARIA SA","2016","Ricardo Valadares Gontijo",8
"2060",389,"DIRECIONAL ENGENHARIA SA","2015","Ricardo Valadares Gontijo",8
"2061",389,"DIRECIONAL ENGENHARIA SA","2014","Ricardo Valadares Gontijo",8
"2062",389,"DIRECIONAL ENGENHARIA SA","2013","Ricardo Valadares Gontijo",8
"2063",389,"DIRECIONAL ENGENHARIA SA","2012","Ricardo Valadares Gontijo",8
"2064",389,"DIRECIONAL ENGENHARIA SA","2011","Ricardo Valadares Gontijo",8
"2065",389,"DIRECIONAL ENGENHARIA SA","2010","Ricardo Valadares Gontijo",8
"2066",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2017","Braulio Afonso Morais",2
"2067",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2016","Braulio Afonso Morais",2
"2068",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2015","José Fernando Navarrete Pena",6
"2069",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2014","José Fernando Navarrete Pena",6
"2070",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2013","José Fernando Navarrete Pena",6
"2071",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2012","José Fernando Navarrete Pena",6
"2072",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2011","José Fernando Navarrete Pena",6
"2073",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2010","José Fernando Navarrete Pena",6
"2074",392,"HYPERA S/A","2017","Breno Toledo Pires de Oliveira",1
"2075",392,"HYPERA S/A","2016","Claudio Bergamo dos Santos",7
"2076",392,"HYPERA S/A","2015","Claudio Bergamo dos Santos",7
"2077",392,"HYPERA S/A","2014","Claudio Bergamo dos Santos",7
"2078",392,"HYPERA S/A","2013","Claudio Bergamo dos Santos",7
"2079",392,"HYPERA S/A","2012","Claudio Bergamo dos Santos",7
"2080",392,"HYPERA S/A","2011","Claudio Bergamo dos Santos",7
"2081",392,"HYPERA S/A","2010","Claudio Bergamo dos Santos",7
"2082",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2017","Livinston Martins Bauermeister",2
"2083",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2016","Livinston Martins Bauermeister",2
"2084",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2015","Paulo José Marques Soares",2
"2085",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2014","Paulo José Marques Soares",2
"2086",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2013","Livinston Bauermeister",1
"2087",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2012","Alexandre Calixto Afrange",3
"2088",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2011","Alexandre Calixto Afrange",3
"2089",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2010","Alexandre Calixto Afrange",3
"2090",394,"PRUMO LOGÍSTICA S.A.","2013","Eugenio Leite de Figueiredo",2
"2091",394,"PRUMO LOGÍSTICA S.A.","2012","Eugenio Leite de Figueiredo",2
"2092",394,"PRUMO LOGÍSTICA S.A.","2011","Marcus Vinicius Botrel Berto",1
"2093",394,"PRUMO LOGÍSTICA S.A.","2010","Otávio de Garcia Lazcano",1
"2094",395,"ALUPAR INVESTIMENTO S/A","2017","Paulo Roberto de Godoy Pereira",8
"2095",395,"ALUPAR INVESTIMENTO S/A","2016","Paulo Roberto de Godoy Pereira",8
"2096",395,"ALUPAR INVESTIMENTO S/A","2015","Paulo Roberto de Godoy Pereira",8
"2097",395,"ALUPAR INVESTIMENTO S/A","2014","Paulo Roberto de Godoy Pereira",8
"2098",395,"ALUPAR INVESTIMENTO S/A","2013","Paulo Roberto de Godoy Pereira",8
"2099",395,"ALUPAR INVESTIMENTO S/A","2012","Paulo Roberto de Godoy Pereira",8
