"","Codigo","Companhia","Ano","Remuneração.Média","RMRankit","RMM"
"2539",460,"T4F ENTRETENIMENTO SA","2010",1071557.58664293,71,0.15
"3384",641,"INDÚSTRIAS ROMI S.A.","2010",1071292.88690476,70,0.15
"3383",641,"INDÚSTRIAS ROMI S.A.","2011",1071196.03125,69,0.15
"3290",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2017",1071011.28625,68,0.15
"2482",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2010",1067878.8042328,67,0.14
"2174",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2012",1067691,66,0.14
"3097",594,"COMPANHIA INDUSTRIAL CATAGUASES","2012",1067124.76133333,65,0.14
"1720",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2010",1067104.42857143,64,0.14
"3577",670,"BANCO DA AMAZÔNIA S.A.","2015",1067065.25583333,63,0.13
"2081",377,"CONSTRUTORA TENDA S/A","2015",1064217.99825397,62,0.13
"3158",603,"KARSTEN SA","2013",1063606,61,0.13
"3159",603,"KARSTEN SA","2012",1063606,60,0.13
"178",29,"BANCO DO NORDESTE DO BRASIL SA","2016",1062101.89490476,59,0.13
"1907",351,"ALLIS PARTICIPAÇÕES S.A.","2011",1061875.76,58,0.12
"1798",333,"FERTILIZANTES HERINGER SA","2011",1061542.85714286,57,0.12
"2799",507,"SER EDUCACIONAL S.A.","2014",1060335.03166667,56,0.12
"965",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2017",1060000,55,0.12
"3532",663,"METISA METALÚRGICA  TIMBOENSE SA","2012",1059392,54,0.11
"1443",267,"ARTERIS S.A.","2011",1059071.42857143,53,0.11
"1944",357,"MINERVA S/A","2013",1058826.88133098,52,0.11
"2023",367,"ALGAR TELECOM S/A","2011",1058820.01251596,51,0.11
"2172",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2014",1058769.46462121,50,0.11
"1116",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2015",1058351.62061606,49,0.1
"2850",519,"OMEGA GERAÇÃO S.A.","2014",1056727.22333333,48,0.1
"2531",459,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA","2010",1056242,47,0.1
"1199",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2016",1056066.27738095,46,0.1
"3156",603,"KARSTEN SA","2015",1055620.15933333,45,0.1
"2998",578,"CIA ENERG MINAS GERAIS - CEMIG","2012",1055555.04297902,44,0.09
"2489",452,"SONAE SIERRA BRASIL S/A","2011",1055417.85714286,43,0.09
"3024",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2014",1051902.72375,42,0.09
"3364",638,"HOTEIS OTHON SA","2014",1051854.105,41,0.09
"1276",234,"BIOMM SA","2014",1049850.906,40,0.08
"612",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2015",1049385.005,39,0.08
"2491",453,"QGEP PARTICIPAÇÕES SA","2017",1048322.79952381,38,0.08
"1132",201,"TELEMAR PARTICIPAÇÕES SA","2013",1047651.51515152,37,0.08
"2080",377,"CONSTRUTORA TENDA S/A","2016",1047616.99707317,36,0.08
"91",16,"CRISTAL PIGMENTOS DO BRASIL S.A.","2017",1045817.03333333,35,0.07
"2595",470,"INBRANDS SA","2016",1045282.66666667,34,0.07
"2518",457,"CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS","2014",1045190.56,33,0.07
"1493",277,"TEMPO PARTICIPAÇOES S/A","2012",1044830.028,32,0.07
"2480",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2012",1044830,31,0.06
"3096",594,"COMPANHIA INDUSTRIAL CATAGUASES","2013",1044735.16466667,30,0.06
"3520",662,"JEREISSATI PARTICIPAÇÕES S/A","2016",1040000,29,0.06
"982",171,"RUMO MALHA PAULISTA S.A.","2016",1037380,28,0.06
"651",105,"RUMO MALHA SUL S.A.","2016",1037378,27,0.06
"2111",381,"BANCO PAN SA","2011",1036084.33085867,26,0.05
"565",92,"RUMO MALHA NORTE S.A.","2016",1036000,25,0.05
"413",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2017",1034203.23823529,24,0.05
"2492",453,"QGEP PARTICIPAÇÕES SA","2016",1033692.13809524,23,0.05
"1117",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2014",1033219.43542857,22,0.05
"3050",586,"CIA SEGUROS ALIANCA BAHIA","2012",1033170.19066667,21,0.04
"2019",367,"ALGAR TELECOM S/A","2015",1032852.38636364,20,0.04
"1996",364,"GENERAL SHOPPING BRASIL SA","2014",1031660.82,19,0.04
"1239",223,"RODONORTE - CONC. ROD. INTEGRADAS S.A.","2011",1031277,18,0.04
"2596",470,"INBRANDS SA","2015",1030240.375,17,0.03
"2481",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2011",1028032,16,0.03
"2616",473,"STATKRAFT ENERGIAS RENOVÁVEIS S.A.","2015",1026806.08574121,15,0.03
"2032",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2010",1025845.6,14,0.03
"1034",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2011",1022500,13,0.03
"2076",376,"TRISUL S/A","2012",1019833.33333333,12,0.02
"1495",277,"TEMPO PARTICIPAÇOES S/A","2010",1018667.57142857,11,0.02
"2169",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2017",1016093.92265193,10,0.02
"3507",659,"METALGRAFICA IGUACU SA","2012",1013961.06,9,0.02
"170",28,"JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.","2016",1013522.77807777,8,0.02
"2403",436,"TEREOS INTERNACIONAL S/A","2013",1012500,7,0.01
"516",83,"CIA ENERG CEARA - COELCE","2013",1011820.44945455,6,0.01
"517",83,"CIA ENERG CEARA - COELCE","2012",1011643.58151515,5,0.01
"3229",615,"MENDES JUNIOR ENGENHARIA SA","2014",1011464.48833333,4,0.01
"3230",615,"MENDES JUNIOR ENGENHARIA SA","2013",1011204.91833333,3,0
"3056",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2014",1010619.04761905,2,0
"613",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2014",1007631.165,1,0
"1846",340,"LOG-IN LOGISTICA INTERMODAL SA","2011",1006346.66666667,463,1
"2175",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2011",1005790.5,462,1
"2176",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2010",1005790.5,461,1
"3584",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2016",1004636.8,460,0.99
"1370",251,"CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A","2010",1004246,459,0.99
"2084",377,"CONSTRUTORA TENDA S/A","2012",1003733.66666667,458,0.99
"3550",665,"MONTEIRO ARANHA SA","2010",1003648.9,457,0.99
"1805",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2012",1003525.82666667,456,0.98
"2659",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2014",1001867.06184549,455,0.98
"1133",201,"TELEMAR PARTICIPAÇÕES SA","2012",1001560.60606061,454,0.98
"1838",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2011",1000934.84739824,453,0.98
"63",11,"TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL","2012",1000318,452,0.98
"652",105,"RUMO MALHA SUL S.A.","2015",1e+06,451,0.97
"2651",480,"HIDROVIAS DO BRASIL S.A.","2011",1e+06,450,0.97
"195",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2015",999515.062581486,449,0.97
"2908",535,"BR HOME CENTERS S.A.","2014",999133.976398664,448,0.97
"3575",670,"BANCO DA AMAZÔNIA S.A.","2017",997924.302380952,447,0.97
"2692",488,"SENIOR SOLUTION S.A.","2014",997822.274,446,0.96
"396",62,"COMPANHIA PARANAENSE DE ENERGIA","2010",994590.461027778,445,0.96
"1039",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2014",993583.333333333,444,0.96
"3292",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2015",992277.97125,443,0.96
"1432",266,"EDP ENERGIAS DO BRASIL S/A","2014",990557.638095238,442,0.95
"2867",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2015",989701.82,441,0.95
"1684",314,"CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA","2012",988783.88,440,0.95
"2958",560,"PRINER SERVIÇOS INDUSTRIAIS S.A.","2016",988461.538461538,439,0.95
"3115",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2011",988250,438,0.95
"3363",638,"HOTEIS OTHON SA","2015",987872.491666667,437,0.94
"1560",290,"LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL","2010",986443.464285714,436,0.94
"2411",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2013",985803.814796407,435,0.94
"372",59,"BRB-BANCO DE BRASILIA SA","2012",985273.304583333,434,0.94
"3182",607,"GRAZZIOTIN SA","2013",985073.6,433,0.94
"3420",646,"KEPLER WEBER SA","2010",982600,432,0.93
"3266",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2017",982031.621666667,431,0.93
"477",75,"NET SERVIÇOS DE COMUNICAÇÃO S.A.","2010",981818,430,0.93
"2999",578,"CIA ENERG MINAS GERAIS - CEMIG","2011",981578.21186014,429,0.93
"1184",209,"CPFL GERAÇÃO DE ENERGIA S/A","2016",981166.666666667,428,0.92
"3521",662,"JEREISSATI PARTICIPAÇÕES S/A","2015",980699.285714286,427,0.92
"3185",607,"GRAZZIOTIN SA","2010",980470,426,0.92
"415",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2015",978863.006666667,425,0.92
"2760",499,"TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.","2013",976502.645,424,0.92
"2761",499,"TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.","2012",976502.645,423,0.91
"3183",607,"GRAZZIOTIN SA","2012",975896,422,0.91
"2666",484,"CONCESSIONARIA RODOVIAS TIETE SA","2015",975500,421,0.91
"3109",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2017",973500,420,0.91
"3004",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2014",970223.815615385,419,0.9
"2667",484,"CONCESSIONARIA RODOVIAS TIETE SA","2014",969500,418,0.9
"697",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2017",965752.745,417,0.9
"700",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2014",965656.669047619,416,0.9
"3187",609,"GUARARAPES CONFECÇÕES SA","2017",965218.136666667,415,0.9
"371",59,"BRB-BANCO DE BRASILIA SA","2013",964538.727542993,414,0.89
"1135",201,"TELEMAR PARTICIPAÇÕES SA","2010",963727.272727273,413,0.89
"3178",607,"GRAZZIOTIN SA","2017",963050,412,0.89
"2669",484,"CONCESSIONARIA RODOVIAS TIETE SA","2012",963000,411,0.89
"3365",638,"HOTEIS OTHON SA","2013",961824.57,410,0.89
"2957",560,"PRINER SERVIÇOS INDUSTRIAIS S.A.","2017",961766.666666667,409,0.88
"558",91,"SAUIPE SA","2015",960040.136666667,408,0.88
"3026",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2012",959481.276333333,407,0.88
"1064",189,"IDEIASNET SA","2016",956500,406,0.88
"2972",564,"CELULOSE IRANI SA","2010",956401.453333333,405,0.87
"3094",594,"COMPANHIA INDUSTRIAL CATAGUASES","2015",955068.046,404,0.87
"698",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2016",954309.329821429,403,0.87
"3271",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2012",954156.333333333,402,0.87
"2493",453,"QGEP PARTICIPAÇÕES SA","2015",953234.193976608,401,0.87
"1134",201,"TELEMAR PARTICIPAÇÕES SA","2011",951469.696969697,400,0.86
"2384",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2012",951241.33,399,0.86
"622",100,"NEOENERGIA S.A","2013",950334.752380952,398,0.86
"2075",376,"TRISUL S/A","2013",949333.333333333,397,0.86
"560",91,"SAUIPE SA","2013",948436.433333333,396,0.85
"2072",376,"TRISUL S/A","2017",947700,395,0.85
"3267",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2016",943988.776666667,394,0.85
"2918",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2016",943571.428571429,393,0.85
"3181",607,"GRAZZIOTIN SA","2014",942804.733333333,392,0.85
"2253",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2012",940579,391,0.84
"3000",578,"CIA ENERG MINAS GERAIS - CEMIG","2010",940317.582843224,390,0.84
"89",14,"OI S.A. - EM RECUPERAÇÃO JUDICIAL","2010",939644.736842105,389,0.84
"2787",505,"ALTUS SISTEMA DE AUTOMAÇÃO S.A.","2014",938786.24,388,0.84
"3366",638,"HOTEIS OTHON SA","2012",938736.243333333,387,0.84
"1603",299,"CCX CARVÃO DA COLOMBIA S.A.","2011",938370.37037037,386,0.83
"3585",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2015",937443.666666667,385,0.83
"3378",641,"INDÚSTRIAS ROMI S.A.","2016",937297.443666667,384,0.83
"1118",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2013",937033.139158638,383,0.83
"2623",474,"EMPREENDIMENTOS PAGUE MENOS SA","2016",935064.935064935,382,0.82
"1045",185,"AES TIETE SA","2011",934437.5,381,0.82
"591",96,"HOPI HARI SA","2012",934424.9,380,0.82
"146",24,"WETZEL S.A. EM RECUPERAÇÃO JUDICIAL","2017",933333.333333333,379,0.82
"2821",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2014",933333.333333333,378,0.82
"2859",521,"AGUAS GUARIROBA S.A.","2015",932851.286666667,377,0.81
"1207",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2016",931018.57,376,0.81
"416",65,"CIA ENERGÉTICA DE PERNAMBUCO - CELPE","2014",930429.833333333,375,0.81
"3578",670,"BANCO DA AMAZÔNIA S.A.","2014",929948.885,374,0.81
"2851",519,"OMEGA GERAÇÃO S.A.","2013",929619.252,373,0.81
"3005",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2013",929131.48625,372,0.8
"2154",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2015",928831.68,371,0.8
"1943",357,"MINERVA S/A","2014",925194.592571429,370,0.8
"2931",545,"CINESYSTEM S.A.","2016",925143.150514264,369,0.8
"3205",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2015",924780.833333333,368,0.79
"3282",622,"WEG SA","2017",923771.428571429,367,0.79
"2520",457,"CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS","2012",923080,366,0.79
"563",91,"SAUIPE SA","2010",921535.583333333,365,0.79
"2615",473,"STATKRAFT ENERGIAS RENOVÁVEIS S.A.","2016",921274.317333333,364,0.79
"2740",496,"NORTEC QUIMICA S.A.","2015",920000,363,0.78
"771",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2014",917575.7,362,0.78
"1544",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2010",916654.327792812,361,0.78
"561",91,"SAUIPE SA","2012",916554.28,360,0.78
"463",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2012",915749.00780157,359,0.77
"3522",662,"JEREISSATI PARTICIPAÇÕES S/A","2014",915637,358,0.77
"3406",645,"JOAO FORTES ENGENHARIA SA","2016",915529.852,357,0.77
"3296",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2011",914951.190476191,356,0.77
"3297",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2010",914951.190476191,355,0.77
"735",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2010",914417,354,0.76
"936",158,"TIM PARTICIPAÇÕES SA","2011",913338.93968254,353,0.76
"3293",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2014",912858.875,352,0.76
"2905",535,"BR HOME CENTERS S.A.","2017",910313.838120104,351,0.76
"1666",310,"POSITIVO INFORMATICA SA","2014",910262.041428571,350,0.76
"3377",641,"INDÚSTRIAS ROMI S.A.","2017",909815.54675,349,0.75
"3184",607,"GRAZZIOTIN SA","2011",909791.578231293,348,0.75
"3508",659,"METALGRAFICA IGUACU SA","2011",909729.666666667,347,0.75
"614",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2013",908767.51,346,0.75
"3368",638,"HOTEIS OTHON SA","2010",906698,345,0.74
"3268",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2015",906674.685,344,0.74
"2739",496,"NORTEC QUIMICA S.A.","2016",906666.666666667,343,0.74
"2942",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2015",906173.562,342,0.74
"1206",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2017",903966.96,341,0.74
"1065",189,"IDEIASNET SA","2015",903666.666666667,340,0.73
"3270",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2013",903381.386666667,339,0.73
"240",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2017",901833.333333333,338,0.73
"367",59,"BRB-BANCO DE BRASILIA SA","2017",900607.07475,337,0.73
"368",59,"BRB-BANCO DE BRASILIA SA","2016",900607.07475,336,0.73
"3204",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2016",900127.666666667,335,0.72
"2668",484,"CONCESSIONARIA RODOVIAS TIETE SA","2013",900116,334,0.72
"623",100,"NEOENERGIA S.A","2012",900108.928571429,333,0.72
"2861",521,"AGUAS GUARIROBA S.A.","2013",899477.542635659,332,0.72
"3269",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2014",898922.293333333,331,0.71
"1960",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2013",898666.666666667,330,0.71
"462",73,"ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.","2013",898503.333333333,329,0.71
"3388",642,"TÊXTIL RENAUXVIEW S/A","2014",898198.736,328,0.71
"1037",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2016",897752.082857143,327,0.71
"2110",381,"BANCO PAN SA","2012",896757.5275,326,0.7
"1436",266,"EDP ENERGIAS DO BRASIL S/A","2010",895000,325,0.7
"3631",679,"ALFA HOLDINGS SA","2017",893614.5,324,0.7
"1145",203,"CEMIG TELECOMUNICAÇÕES S/A","2015",892058.4,323,0.7
"1044",185,"AES TIETE SA","2012",891808.8,322,0.69
"3588",671,"DIMED SA DISTRIBUIDORA DE MEDICAMENTOS","2012",891741.3,321,0.69
"2102",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2012",890999.2,320,0.69
"3632",679,"ALFA HOLDINGS SA","2016",890668.3,319,0.69
"1799",333,"FERTILIZANTES HERINGER SA","2010",888000,318,0.69
"2077",376,"TRISUL S/A","2011",888000,317,0.68
"3114",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2012",888000,316,0.68
"734",123,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","2011",887883.4,315,0.68
"1494",277,"TEMPO PARTICIPAÇOES S/A","2011",887577,314,0.68
"276",44,"METALURGICA RIOSULENSE SA","2017",886816,313,0.68
"3535",664,"MINASMAQUINAS SA","2017",886666.7,312,0.67
"1032",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2013",886275.4,311,0.67
"78",13,"TELEC. BRASILEIRAS S.A. - TELEBRÁS","2013",886185,310,0.67
"615",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2012",886178.7,309,0.67
"1536",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2010",886050.5,308,0.66
"2986",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2011",883294.3,307,0.66
"2901",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2017",883121.7,306,0.66
"3407",645,"JOAO FORTES ENGENHARIA SA","2015",882930.1,305,0.66
"3070",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2015",882508.2,304,0.66
"575",94,"ESPIRITO SANTO CENTRAIS ELETRICAS SA","2014",882500,303,0.65
"1210",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2013",881636.4,302,0.65
"251",40,"BANCO MERCANTIL BRASIL SA","2012",878575.8,301,0.65
"2866",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2016",877146.7,300,0.65
"3251",618,"DOHLER S.A.","2016",876933.3,299,0.65
"2572",465,"TECHNOS SA","2013",875646.8,298,0.64
"3206",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2014",875515.2,297,0.64
"654",105,"RUMO MALHA SUL S.A.","2013",874598.1,296,0.64
"1144",203,"CEMIG TELECOMUNICAÇÕES S/A","2016",873606.6,295,0.64
"3127",599,"GERDAU S.A.","2015",872283.5,294,0.63
"49",8,"BANCO DO ESTADO DE SERGIPE SA","2017",871174.7,293,0.63
"1214",215,"BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2011",870943.4,292,0.63
"3203",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2017",869921.8,291,0.63
"3295",623,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A","2012",868381.5,290,0.63
"3283",622,"WEG SA","2016",868311.1,289,0.62
"985",171,"RUMO MALHA PAULISTA S.A.","2013",866942.3,288,0.62
"3009",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2017",866914.4,287,0.62
"3273",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2010",866821.3,286,0.62
"2738",496,"NORTEC QUIMICA S.A.","2017",866666.7,285,0.61
"2385",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2011",866440.7,284,0.61
"1043",185,"AES TIETE SA","2013",865794.3,283,0.61
"644",104,"EXCELSIOR ALIMENTOS SA.","2015",865166.7,282,0.61
"70",12,"TEKNO S.A. INDÚSTRIA E COMÉRCIO","2013",864284.2,281,0.61
"3623",676,"PETTENATI SA IND TEXTIL","2016",863544.1,280,0.6
"2085",377,"CONSTRUTORA TENDA S/A","2011",863316.8,279,0.6
"2622",474,"EMPREENDIMENTOS PAGUE MENOS SA","2017",863095.2,278,0.6
"1035",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2010",861787.5,277,0.6
"837",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2016",861456.9,276,0.6
"1580",295,"CREMER SA","2014",860662.2,275,0.59
"617",99,"BATTISTELLA ADM E PARTICIPAÇÕES S A","2010",860001.1,274,0.59
"3626",676,"PETTENATI SA IND TEXTIL","2013",860000,273,0.59
"2457",445,"CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART","2015",858666.7,272,0.59
"3524",662,"JEREISSATI PARTICIPAÇÕES S/A","2012",858419.1,271,0.58
"3379",641,"INDÚSTRIAS ROMI S.A.","2015",856618.1,270,0.58
"3233",615,"MENDES JUNIOR ENGENHARIA SA","2010",854580.4,269,0.58
"194",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2016",854131.6,268,0.58
"519",83,"CIA ENERG CEARA - COELCE","2010",852080.3,267,0.58
"1201",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2014",851132.1,266,0.57
"3027",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2011",850578.7,265,0.57
"3523",662,"JEREISSATI PARTICIPAÇÕES S/A","2013",850426.9,264,0.57
"3387",642,"TÊXTIL RENAUXVIEW S/A","2015",850379.3,263,0.57
"1963",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2010",850000,262,0.56
"3625",676,"PETTENATI SA IND TEXTIL","2014",849200,261,0.56
"1811",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2014",847827.4,260,0.56
"739",124,"RIO GRANDE ENERGIA SA","2014",847666.7,259,0.56
"2857",521,"AGUAS GUARIROBA S.A.","2017",847279.3,258,0.56
"277",44,"METALURGICA RIOSULENSE SA","2016",846816,257,0.55
"1166",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2010",843257.4,256,0.55
"2617",473,"STATKRAFT ENERGIAS RENOVÁVEIS S.A.","2014",841011.4,255,0.55
"69",12,"TEKNO S.A. INDÚSTRIA E COMÉRCIO","2014",840202.1,254,0.55
"1325",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2017",840025.9,253,0.55
"3367",638,"HOTEIS OTHON SA","2011",839619,252,0.54
"1063",189,"IDEIASNET SA","2017",838500,251,0.54
"2902",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2016",837620,250,0.54
"2570",465,"TECHNOS SA","2015",836842.2,249,0.54
"2502",454,"AUTOMETAL S/A","2010",836445.3,248,0.53
"1785",331,"METALFRIO SOLUTIONS S/A","2014",836332.2,247,0.53
"3633",679,"ALFA HOLDINGS SA","2015",835254.8,246,0.53
"1906",351,"ALLIS PARTICIPAÇÕES S.A.","2012",834841.2,245,0.53
"624",100,"NEOENERGIA S.A","2011",834825.4,244,0.53
"3624",676,"PETTENATI SA IND TEXTIL","2015",833200,243,0.52
"2822",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2013",833000,242,0.52
"2071",375,"SUL AMERICA S/A","2010",830905.5,241,0.52
"1962",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2011",830000,240,0.52
"2468",447,"MCM CIMENTOS S.A.","2010",830000,239,0.52
"701",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2013",829124.7,238,0.51
"3272",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2011",828599.3,237,0.51
"1854",341,"PARANA BANCO S.A.","2011",828411.9,236,0.51
"1916",352,"HELBOR EMPREENDIMENTOS S/A","2010",828000,235,0.51
"253",40,"BANCO MERCANTIL BRASIL SA","2010",825055.6,234,0.5
"2915",540,"BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2015",824626,233,0.5
"1189",209,"CPFL GERAÇÃO DE ENERGIA S/A","2011",823250,232,0.5
"2120",382,"ENEVA S.A.","2010",822777.8,231,0.5
"3126",599,"GERDAU S.A.","2016",822585.9,230,0.5
"3408",645,"JOAO FORTES ENGENHARIA SA","2014",822483.3,229,0.49
"2494",453,"QGEP PARTICIPAÇÕES SA","2014",821834.8,228,0.49
"817",139,"BICICLETAS MONARK SA","2016",819600,227,0.49
"2567",464,"BRASIL PHARMA SA","2010",818971.9,226,0.49
"369",59,"BRB-BANCO DE BRASILIA SA","2015",818733.3,225,0.48
"3284",622,"WEG SA","2015",818484.4,224,0.48
"2921",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2017",817975.6,223,0.48
"699",118,"CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE","2015",817968.7,222,0.48
